状态,代码,名称,趋势,5日涨跌幅_%,10日涨跌幅_%,20日涨跌幅_%,RSI14,K,D,J,KDJ状态,DIF,DEA,MACD柱,MACD状态,情绪分数,情绪标签,情绪缺失项,净流入截至,5日份额净流入_元,5日净流入错误,10日份额净流入_元,10日净流入错误,20日份额净流入_元,20日净流入错误,政策面理由,基本面理由,技术面理由,情绪面理由
暂缓,516320,高端装备ETF华夏,空头,-2.0321,-9.4862,-13.1754,25.1029,19.07,15.42,26.39,超卖,-0.042385,-0.034197,-0.016376,零轴下空头,60.39,偏热,,2026-07-20,5397000.00,,5351000.00,,,missing_share_date,智能工厂培育覆盖基础级、先进级、卓越级和领航级，利好自动化、机器人与高端装备应用扩散；主题兑现取决于订单。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，制造业基本面有韧性；细分装备的盈利需继续核对订单、回款和产能利用率。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-2.03%/-9.49%/-13.18%，RSI14=25.1，KDJ=超卖，MACD=零轴下空头。,情绪分数60.4（偏热）；5/10/20日份额净流入为+0.05亿/+0.05亿/N/A(missing_share_date)，5日成交量相对前20日为1.17倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,516390,新能源车ETF汇添富,空头,-3.3181,-13.4221,-16.6667,21.7544,17.49,14.40,23.65,超卖,-0.051368,-0.041782,-0.019172,零轴下空头,59.28,中性,,2026-07-20,4957500.00,,14460000.00,,,missing_share_date,2026年汽车标准化工作聚焦新能源汽车、智能网联、汽车芯片、固态电池等方向；同时部分税收优惠未来调整，需兼顾支持与退坡风险。 [工业和信息化部｜2026-06-12｜2026年汽车标准化工作要点](https://www.miit.gov.cn/xwfb/gxdt/sjdt/art/2026/art_202b76b65f354309a28d38686d988108.html),制造业整体保持增长，但新能源链仍受价格竞争、产能利用率与海外需求影响；仅凭政策不能替代盈利和资金验证。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-3.32%/-13.42%/-16.67%，RSI14=21.8，KDJ=超卖，MACD=零轴下空头。,情绪分数59.3（中性）；5/10/20日份额净流入为+0.05亿/+0.14亿/N/A(missing_share_date)，5日成交量相对前20日为1.09倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,562500,机器人ETF华夏,空头,-6.8571,-13.8326,-13.9842,31.8750,16.53,16.81,15.97,超卖,-0.040512,-0.022604,-0.035816,零轴下空头,58.10,中性,,2026-07-20,808482000.00,,1586478000.00,,,missing_share_date,智能工厂培育覆盖基础级、先进级、卓越级和领航级，利好自动化、机器人与高端装备应用扩散；主题兑现取决于订单。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，制造业基本面有韧性；细分装备的盈利需继续核对订单、回款和产能利用率。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-6.86%/-13.83%/-13.98%，RSI14=31.9，KDJ=超卖，MACD=零轴下空头。,情绪分数58.1（中性）；5/10/20日份额净流入为+8.08亿/+15.86亿/N/A(missing_share_date)，5日成交量相对前20日为0.88倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,516800,智能制造ETF华宝,空头,-8.6069,-9.5698,-9.3310,30.3957,18.81,17.90,20.62,超卖,-0.021929,0.004777,-0.053411,收敛,57.97,中性,,2026-07-20,3800000.00,,-5620000.00,,,missing_share_date,智能工厂培育覆盖基础级、先进级、卓越级和领航级，利好自动化、机器人与高端装备应用扩散；主题兑现取决于订单。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，制造业基本面有韧性；细分装备的盈利需继续核对订单、回款和产能利用率。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-8.61%/-9.57%/-9.33%，RSI14=30.4，KDJ=超卖，MACD=收敛。,情绪分数58.0（中性）；5/10/20日份额净流入为+0.04亿/-0.06亿/N/A(missing_share_date)，5日成交量相对前20日为0.69倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,513360,教育ETF博时,空头,-2.2936,-3.1818,0.0000,46.9697,26.63,35.26,9.35,空头,-0.004293,-0.004694,0.000802,收敛,57.39,中性,,2026-07-20,1944000.00,,5242500.00,,,missing_share_date,六部门部署智能工厂梯度培育，政策支持人工智能与制造业融合和场景落地；执行节奏与商业化质量仍需验证。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，为数字化和AI应用提供需求基础；ETF成份股估值与订单兑现差异较大。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20上行；5/10/20日涨跌幅分别为-2.29%/-3.18%/+0.00%，RSI14=47.0，KDJ=空头，MACD=收敛。,情绪分数57.4（中性）；5/10/20日份额净流入为+0.02亿/+0.05亿/N/A(missing_share_date)，5日成交量相对前20日为1.44倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,512260,中证500低波动ETF华安,空头,-0.5171,-1.6863,-3.4137,33.4337,32.18,28.03,40.49,金叉,-0.019408,-0.010677,-0.017462,零轴下空头,57.28,中性,,2026-07-20,20000.00,,20000.00,,,missing_share_date,证监会强调维护资本市场平稳健康运行、强化监管与投资者保护；方向偏支持，但不代表指数短期必涨。 [中国证监会｜2026-07-20｜中国证监会召开投资者座谈会](https://www.csrc.gov.cn/csrc/c100028/c7646232/content.shtml),2026年上半年国内生产总值同比增长4.7%，规模以上制造业增加值增长5.6%；宏观仍扩张，但行业盈利分化需要继续跟踪。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-0.52%/-1.69%/-3.41%，RSI14=33.4，KDJ=金叉，MACD=零轴下空头。,情绪分数57.3（中性）；5/10/20日份额净流入为+0.00亿/+0.00亿/N/A(missing_share_date)，5日成交量相对前20日为2.46倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,516160,新能源ETF南方,空头,-4.0767,-13.0435,-19.1919,17.1598,16.14,11.32,25.78,超卖,-0.168236,-0.137761,-0.060952,零轴下空头,57.28,中性,,2026-07-20,89561000.00,,48998000.00,,,missing_share_date,2026年汽车标准化工作聚焦新能源汽车、智能网联、汽车芯片、固态电池等方向；同时部分税收优惠未来调整，需兼顾支持与退坡风险。 [工业和信息化部｜2026-06-12｜2026年汽车标准化工作要点](https://www.miit.gov.cn/xwfb/gxdt/sjdt/art/2026/art_202b76b65f354309a28d38686d988108.html),制造业整体保持增长，但新能源链仍受价格竞争、产能利用率与海外需求影响；仅凭政策不能替代盈利和资金验证。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-4.08%/-13.04%/-19.19%，RSI14=17.2，KDJ=超卖，MACD=零轴下空头。,情绪分数57.3（中性）；5/10/20日份额净流入为+0.90亿/+0.49亿/N/A(missing_share_date)，5日成交量相对前20日为0.94倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,159997,电子ETF天弘,空头,-9.7145,-10.3190,-8.7740,33.2667,18.98,17.65,21.64,超卖,-0.043541,0.021144,-0.129370,收敛,51.70,中性,,2026-07-20,15864000.00,,-17629000.00,,,missing_share_date,近90日未发现新增直接政策催化；4月公布的集成电路和软件企业税收优惠清单覆盖设计、制造、封测和关键材料设备，体现中长期政策连续性。 [国家发展改革委等部门｜2026-04-09｜关于做好2026年享受税收优惠政策的集成电路企业或项目、软件企业清单制定工作的通知](https://www.ndrc.gov.cn/xxgk/zcfb/tz/202604/t20260409_1404580.html),"AI驱动全球技术链需求，但行业景气和估值对资本开支、终端需求及外部限制高度敏感，需结合价格与份额流验证。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-9.71%/-10.32%/-8.77%，RSI14=33.3，KDJ=超卖，MACD=收敛。,情绪分数51.7（中性）；5/10/20日份额净流入为+0.16亿/-0.18亿/N/A(missing_share_date)，5日成交量相对前20日为0.87倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,513310,中韩半导体ETF华泰柏瑞,空头,-11.8551,-15.6551,-18.1192,28.6290,15.03,13.67,17.74,超卖,-0.270363,-0.096482,-0.347762,零轴下空头,51.20,中性,,2026-07-20,62760000.00,,151149000.00,,,missing_share_date,近90日未发现新增直接政策催化；4月公布的集成电路和软件企业税收优惠清单覆盖设计、制造、封测和关键材料设备，体现中长期政策连续性。 [国家发展改革委等部门｜2026-04-09｜关于做好2026年享受税收优惠政策的集成电路企业或项目、软件企业清单制定工作的通知](https://www.ndrc.gov.cn/xxgk/zcfb/tz/202604/t20260409_1404580.html),"AI驱动全球技术链需求，但行业景气和估值对资本开支、终端需求及外部限制高度敏感，需结合价格与份额流验证。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-11.86%/-15.66%/-18.12%，RSI14=28.6，KDJ=超卖，MACD=零轴下空头。,情绪分数51.2（中性）；5/10/20日份额净流入为+0.63亿/+1.51亿/N/A(missing_share_date)，5日成交量相对前20日为1.50倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,513520,日经ETF华夏,空头,-2.9565,-7.3859,-8.7863,32.7755,23.91,19.55,32.62,金叉,-0.037061,-0.004781,-0.064561,零轴下空头,47.46,中性,,2026-07-20,4546500.00,,10404500.00,,,missing_share_date,"跨境ETF同时受境外市场规则、汇率和QDII额度影响；本报告不把境内政策背景视为海外指数催化。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)","IMF预计2026年全球增长3.0%，但地区分化、冲突和金融市场重定价风险仍在；海外ETF需额外核对溢价与汇率。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-2.96%/-7.39%/-8.79%，RSI14=32.8，KDJ=金叉，MACD=零轴下空头。,情绪分数47.5（中性）；5/10/20日份额净流入为+0.05亿/+0.10亿/N/A(missing_share_date)，5日成交量相对前20日为0.90倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,159713,稀土ETF富国,空头,-7.2770,-16.7252,-21.7822,20.6226,13.73,10.96,19.28,超卖,-0.077649,-0.051101,-0.053096,零轴下空头,45.74,中性,,2026-07-20,5068000.00,,23402500.00,,,missing_share_date,近90日未发现新增直接政策催化；3月国家能源局年度标准计划覆盖煤炭、油气和新能源等领域，侧重安全、绿色和标准化转型。 [国家能源局｜2026-03-24｜2026年能源行业标准计划立项指南](https://www.nea.gov.cn/20260324/a3810b8d733c4972a67ef5891a17b8ea/20260324a3810b8d733c4972a67ef5891a17b8ea_49f3818b8b71ed439ca1d10cceef0bc714.pdf),"全球增长仍有韧性但能源与地缘风险并存，资源品价格可能保持高波动；应以趋势、库存和份额申赎共同确认。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-7.28%/-16.73%/-21.78%，RSI14=20.6，KDJ=超卖，MACD=零轴下空头。,情绪分数45.7（中性）；5/10/20日份额净流入为+0.05亿/+0.23亿/N/A(missing_share_date)，5日成交量相对前20日为0.84倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,159941,纳指ETF广发,空头,-1.4259,-2.0936,-2.3342,37.6984,33.17,35.60,28.31,空头,-0.010522,-0.002963,-0.015119,零轴下空头,42.32,中性,,2026-07-20,10353200.00,,20836400.00,,,missing_share_date,"跨境ETF同时受境外市场规则、汇率和QDII额度影响；本报告不把境内政策背景视为海外指数催化。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)","IMF预计2026年全球增长3.0%，但地区分化、冲突和金融市场重定价风险仍在；海外ETF需额外核对溢价与汇率。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-1.43%/-2.09%/-2.33%，RSI14=37.7，KDJ=空头，MACD=零轴下空头。,情绪分数42.3（中性）；5/10/20日份额净流入为+0.10亿/+0.21亿/N/A(missing_share_date)，5日成交量相对前20日为0.78倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,512980,传媒ETF广发,空头,2.1684,-0.8663,-2.9091,44.7964,37.66,39.37,34.23,空头,-0.017983,-0.020424,0.004881,收敛,39.52,偏冷,,2026-07-20,-39960000.00,,130245000.00,,,missing_share_date,六部门部署智能工厂梯度培育，政策支持人工智能与制造业融合和场景落地；执行节奏与商业化质量仍需验证。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，为数字化和AI应用提供需求基础；ETF成份股估值与订单兑现差异较大。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为+2.17%/-0.87%/-2.91%，RSI14=44.8，KDJ=空头，MACD=收敛。,情绪分数39.5（偏冷）；5/10/20日份额净流入为-0.40亿/+1.30亿/N/A(missing_share_date)，5日成交量相对前20日为1.24倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,512400,有色金属ETF南方,空头,-3.6077,-5.1581,-13.4615,38.6513,27.78,21.97,39.38,金叉,-0.077040,-0.068348,-0.017385,零轴下空头,39.43,偏冷,,2026-07-20,-122902500.00,,-737313500.00,,,missing_share_date,近90日未发现新增直接政策催化；3月国家能源局年度标准计划覆盖煤炭、油气和新能源等领域，侧重安全、绿色和标准化转型。 [国家能源局｜2026-03-24｜2026年能源行业标准计划立项指南](https://www.nea.gov.cn/20260324/a3810b8d733c4972a67ef5891a17b8ea/20260324a3810b8d733c4972a67ef5891a17b8ea_49f3818b8b71ed439ca1d10cceef0bc714.pdf),"全球增长仍有韧性但能源与地缘风险并存，资源品价格可能保持高波动；应以趋势、库存和份额申赎共同确认。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-3.61%/-5.16%/-13.46%，RSI14=38.7，KDJ=金叉，MACD=零轴下空头。,情绪分数39.4（偏冷）；5/10/20日份额净流入为-1.23亿/-7.37亿/N/A(missing_share_date)，5日成交量相对前20日为0.72倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,159745,建材ETF国泰,空头,-0.5769,-4.4362,-8.1705,22.8916,23.00,21.40,26.20,金叉,-0.017817,-0.017365,-0.000905,零轴下空头,38.78,偏冷,,2026-07-20,-4962000.00,,1208000.00,,,missing_share_date,近90日未发现新增全国性直接政策催化；年初住房城乡建设工作强调因城施策、去库存、保障交付和好房子建设，重心是稳定和转型。 [住房和城乡建设部｜2026-01-16｜住建部：2026年全国住房城乡建设着力抓好四个方面工作](https://www.dhms.gov.cn/stsx/Web/_F0_0_6GKSXVBA02A5928A8F0E406FA4.htm),上半年房地产开发投资下降18.0%，新建商品房销售面积下降11.6%、销售额下降13.6%，行业基本面仍偏弱。 [国家统计局｜2026-07-15｜2026年1—6月份全国房地产市场基本情况](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964126.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-0.58%/-4.44%/-8.17%，RSI14=22.9，KDJ=金叉，MACD=零轴下空头。,情绪分数38.8（偏冷）；5/10/20日份额净流入为-0.05亿/+0.01亿/N/A(missing_share_date)，5日成交量相对前20日为1.00倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,159561,德国ETF嘉实,空头,0.1555,-4.0238,0.5464,49.6732,26.61,26.64,26.53,空头,-0.003429,-0.001187,-0.004485,零轴下空头,34.03,偏冷,,2026-07-20,-17890000.00,,-12626000.00,,,missing_share_date,"跨境ETF同时受境外市场规则、汇率和QDII额度影响；本报告不把境内政策背景视为海外指数催化。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)","IMF预计2026年全球增长3.0%，但地区分化、冲突和金融市场重定价风险仍在；海外ETF需额外核对溢价与汇率。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为+0.16%/-4.02%/+0.55%，RSI14=49.7，KDJ=空头，MACD=零轴下空头。,情绪分数34.0（偏冷）；5/10/20日份额净流入为-0.18亿/-0.13亿/N/A(missing_share_date)，5日成交量相对前20日为0.73倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,159703,新材料ETF天弘,空头,-6.8930,-14.2992,-14.9436,24.3083,14.74,12.23,19.77,超卖,-0.040296,-0.016540,-0.047512,零轴下空头,33.33,偏冷,,2026-07-20,-545400.00,,12169800.00,,,missing_share_date,智能工厂培育覆盖基础级、先进级、卓越级和领航级，利好自动化、机器人与高端装备应用扩散；主题兑现取决于订单。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，制造业基本面有韧性；细分装备的盈利需继续核对订单、回款和产能利用率。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-6.89%/-14.30%/-14.94%，RSI14=24.3，KDJ=超卖，MACD=零轴下空头。,情绪分数33.3（偏冷）；5/10/20日份额净流入为-0.01亿/+0.12亿/N/A(missing_share_date)，5日成交量相对前20日为1.04倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,159755,电池ETF广发,空头,-2.9046,-11.1111,-16.2041,24.4514,20.51,14.40,32.73,金叉,-0.051041,-0.040822,-0.020436,零轴下空头,31.64,偏冷,,2026-07-20,-134084000.00,,-323106000.00,,,missing_share_date,2026年汽车标准化工作聚焦新能源汽车、智能网联、汽车芯片、固态电池等方向；同时部分税收优惠未来调整，需兼顾支持与退坡风险。 [工业和信息化部｜2026-06-12｜2026年汽车标准化工作要点](https://www.miit.gov.cn/xwfb/gxdt/sjdt/art/2026/art_202b76b65f354309a28d38686d988108.html),制造业整体保持增长，但新能源链仍受价格竞争、产能利用率与海外需求影响；仅凭政策不能替代盈利和资金验证。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-2.90%/-11.11%/-16.20%，RSI14=24.5，KDJ=金叉，MACD=零轴下空头。,情绪分数31.6（偏冷）；5/10/20日份额净流入为-1.34亿/-3.23亿/N/A(missing_share_date)，5日成交量相对前20日为0.94倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,516520,智能驾驶ETF华泰柏瑞,空头,-3.5199,-7.7653,-9.4835,31.9588,21.45,21.12,22.10,金叉,-0.037121,-0.025975,-0.022293,零轴下空头,29.50,偏冷,,2026-07-20,-44086000.00,,-38596000.00,,,missing_share_date,2026年汽车标准化工作聚焦新能源汽车、智能网联、汽车芯片、固态电池等方向；同时部分税收优惠未来调整，需兼顾支持与退坡风险。 [工业和信息化部｜2026-06-12｜2026年汽车标准化工作要点](https://www.miit.gov.cn/xwfb/gxdt/sjdt/art/2026/art_202b76b65f354309a28d38686d988108.html),制造业整体保持增长，但新能源链仍受价格竞争、产能利用率与海外需求影响；仅凭政策不能替代盈利和资金验证。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-3.52%/-7.77%/-9.48%，RSI14=32.0，KDJ=金叉，MACD=零轴下空头。,情绪分数29.5（偏冷）；5/10/20日份额净流入为-0.44亿/-0.39亿/N/A(missing_share_date)，5日成交量相对前20日为1.03倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,515790,光伏ETF华泰柏瑞,空头,-4.5667,-12.0820,-18.3367,15.9609,15.04,11.67,21.78,超卖,-0.059497,-0.048854,-0.021285,零轴下空头,26.60,偏冷,,2026-07-20,-140708000.00,,-213558000.00,,,missing_share_date,2026年汽车标准化工作聚焦新能源汽车、智能网联、汽车芯片、固态电池等方向；同时部分税收优惠未来调整，需兼顾支持与退坡风险。 [工业和信息化部｜2026-06-12｜2026年汽车标准化工作要点](https://www.miit.gov.cn/xwfb/gxdt/sjdt/art/2026/art_202b76b65f354309a28d38686d988108.html),制造业整体保持增长，但新能源链仍受价格竞争、产能利用率与海外需求影响；仅凭政策不能替代盈利和资金验证。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-4.57%/-12.08%/-18.34%，RSI14=16.0，KDJ=超卖，MACD=零轴下空头。,情绪分数26.6（偏冷）；5/10/20日份额净流入为-1.41亿/-2.14亿/N/A(missing_share_date)，5日成交量相对前20日为1.39倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,159732,消费电子ETF华夏,空头,-10.5263,-13.2859,-14.4529,31.3406,18.25,16.32,22.12,超卖,-0.052200,-0.006578,-0.091243,零轴下空头,25.03,偏冷,,2026-07-20,-72122000.00,,-163936000.00,,,missing_share_date,近90日未发现新增直接政策催化；4月公布的集成电路和软件企业税收优惠清单覆盖设计、制造、封测和关键材料设备，体现中长期政策连续性。 [国家发展改革委等部门｜2026-04-09｜关于做好2026年享受税收优惠政策的集成电路企业或项目、软件企业清单制定工作的通知](https://www.ndrc.gov.cn/xxgk/zcfb/tz/202604/t20260409_1404580.html),"AI驱动全球技术链需求，但行业景气和估值对资本开支、终端需求及外部限制高度敏感，需结合价格与份额流验证。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-10.53%/-13.29%/-14.45%，RSI14=31.3，KDJ=超卖，MACD=零轴下空头。,情绪分数25.0（偏冷）；5/10/20日份额净流入为-0.72亿/-1.64亿/N/A(missing_share_date)，5日成交量相对前20日为0.94倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,510170,大宗商品ETF国联安,空头,-2.8094,-3.1037,-8.9616,36.6569,29.67,22.76,43.50,金叉,-0.039070,-0.033892,-0.010357,零轴下空头,24.83,偏冷,,2026-07-20,-36628000.00,,-44170000.00,,,missing_share_date,近90日未发现新增直接政策催化；3月国家能源局年度标准计划覆盖煤炭、油气和新能源等领域，侧重安全、绿色和标准化转型。 [国家能源局｜2026-03-24｜2026年能源行业标准计划立项指南](https://www.nea.gov.cn/20260324/a3810b8d733c4972a67ef5891a17b8ea/20260324a3810b8d733c4972a67ef5891a17b8ea_49f3818b8b71ed439ca1d10cceef0bc714.pdf),"全球增长仍有韧性但能源与地缘风险并存，资源品价格可能保持高波动；应以趋势、库存和份额申赎共同确认。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-2.81%/-3.10%/-8.96%，RSI14=36.7，KDJ=金叉，MACD=零轴下空头。,情绪分数24.8（偏冷）；5/10/20日份额净流入为-0.37亿/-0.44亿/N/A(missing_share_date)，5日成交量相对前20日为0.51倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,159206,卫星ETF永赢,空头,-13.5437,-20.6876,-17.8638,29.8338,11.92,15.24,5.29,超卖,-0.095083,-0.050633,-0.088901,零轴下空头,22.05,偏冷,,2026-07-20,-2333818000.00,,-678808000.00,,,missing_share_date,智能工厂培育覆盖基础级、先进级、卓越级和领航级，利好自动化、机器人与高端装备应用扩散；主题兑现取决于订单。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，制造业基本面有韧性；细分装备的盈利需继续核对订单、回款和产能利用率。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-13.54%/-20.69%/-17.86%，RSI14=29.8，KDJ=超卖，MACD=零轴下空头。,情绪分数22.0（偏冷）；5/10/20日份额净流入为-23.34亿/-6.79亿/N/A(missing_share_date)，5日成交量相对前20日为0.79倍，代表池综合宽度42.6%，缺失分项：无。
